CustomerID,Frequency,Monetery,Recency,F_SCORE,M_SCORE,R_SCORE,RFM_SCORE,segment
13760,2,286.79,54,2,2,3,7,SomeWhat Loyal
13761,2,1070.65,50,2,4,3,9,Loyal
13762,1,306.72,219,1,2,1,4,Others
13763,1,1714.96,63,1,4,3,8,SomeWhat Loyal
13764,3,1521.76,71,3,4,3,10,Loyal
13767,37,17220.36,2,5,5,5,15,Champion
13769,10,2796.51,2,5,5,5,15,Champion
13771,4,2634.45,64,4,5,3,12,Loyal
13772,3,1132.13,34,3,4,3,10,Loyal
13774,1,345.0,82,1,2,2,5,SomeWhat Loyal
13777,33,25977.16,1,5,5,5,15,Champion
13778,1,178.7,103,1,1,2,4,Others
13780,2,360.01,7,2,2,5,9,Loyal
13781,1,127.84,251,1,1,1,3,LOST
13782,6,912.0,13,5,3,5,13,Champion
13784,11,2462.79,10,5,5,5,15,Champion
13786,1,230.39999999999998,367,1,1,1,3,LOST
13787,2,309.04,76,2,2,2,6,SomeWhat Loyal
13790,1,348.8,4,1,2,5,8,SomeWhat Loyal
13791,2,1516.0,128,2,4,2,8,SomeWhat Loyal
13792,2,195.55,66,2,1,3,6,SomeWhat Loyal
13798,57,37153.85,1,5,5,5,15,Champion
13799,2,688.86,117,2,3,2,7,SomeWhat Loyal
13800,1,558.32,310,1,3,1,5,SomeWhat Loyal
13801,1,324.8,67,1,2,3,6,SomeWhat Loyal
13802,3,4599.42,139,3,5,2,10,Loyal
13803,1,277.07,255,1,2,1,4,Others
13804,7,2635.79,31,5,5,4,14,Champion
13805,2,924.6,52,2,3,3,8,SomeWhat Loyal
13806,1,256.38,64,1,2,3,6,SomeWhat Loyal
13807,1,112.6,367,1,1,1,3,LOST
13808,5,1747.66,6,4,4,5,13,Champion
13809,1,155.05,305,1,1,1,3,LOST
13810,3,1499.01,29,3,4,4,11,Loyal
13811,3,814.5,184,3,3,1,7,SomeWhat Loyal
13812,3,539.0,42,3,3,3,9,Loyal
13813,4,1366.8600000000001,40,4,4,3,11,Loyal
13814,2,1579.12,92,2,4,2,8,SomeWhat Loyal
13815,4,4027.36,22,4,5,4,13,Champion
13816,2,571.6700000000001,24,2,3,4,9,Loyal
13817,2,382.98,29,2,2,4,8,SomeWhat Loyal
13819,3,1140.35,302,3,4,1,8,SomeWhat Loyal
13821,2,385.64,145,2,2,2,6,SomeWhat Loyal
13822,2,632.0,6,2,3,5,10,Loyal
13823,2,957.66,19,2,4,4,10,Loyal
13824,5,1698.94,33,4,4,3,11,Loyal
13826,1,189.5,176,1,1,2,4,Others
13827,3,412.05,58,3,2,3,8,SomeWhat Loyal
13828,1,209.49,22,1,1,4,6,SomeWhat Loyal
13831,6,2202.99,16,5,5,4,14,Champion
13832,1,52.199999999999996,19,1,1,4,6,SomeWhat Loyal
13833,1,384.8,159,1,2,2,5,SomeWhat Loyal
13835,4,834.57,25,4,3,4,11,Loyal
13837,2,271.24,212,2,2,1,5,SomeWhat Loyal
13838,4,691.73,6,4,3,5,12,Loyal
13841,1,85.0,253,1,1,1,3,LOST
13842,9,3385.62,59,5,5,3,13,Champion
13844,1,361.62,11,1,2,5,8,SomeWhat Loyal
13845,1,312.98,65,1,2,3,6,SomeWhat Loyal
13846,3,865.0600000000001,25,3,3,4,10,Loyal
13848,3,1255.0,92,3,4,2,9,Loyal
13849,2,1537.95,52,2,4,3,9,Loyal
13850,1,1595.48,129,1,4,2,7,SomeWhat Loyal
13851,3,2651.46,96,3,5,2,10,Loyal
13853,1,1090.14,57,1,4,3,8,SomeWhat Loyal
13854,25,8109.5199999999995,9,5,5,5,15,Champion
13856,3,388.5,169,3,2,2,7,SomeWhat Loyal
13858,1,216.17,57,1,1,3,5,SomeWhat Loyal
13859,1,201.16,326,1,1,1,3,LOST
13860,5,1245.9,1,4,4,5,13,Champion
13862,8,2209.36,18,5,5,4,14,Champion
13863,1,305.78,248,1,2,1,4,Others
13865,4,501.56,58,4,3,3,10,Loyal
13866,1,145.67000000000002,74,1,1,2,4,Others
13867,3,1015.29,31,3,4,4,11,Loyal
13868,2,3192.54,7,2,5,5,12,Loyal
13869,4,3104.95,123,4,5,2,11,Loyal
13870,8,2770.94,2,5,5,5,15,Champion
13871,13,6403.25,23,5,5,4,14,Champion
13873,3,389.6,120,3,2,2,7,SomeWhat Loyal
13874,1,540.45,358,1,3,1,5,SomeWhat Loyal
13875,5,1786.79,54,4,4,3,11,Loyal
13876,1,122.7,64,1,1,3,5,SomeWhat Loyal
13877,1,117.24,86,1,1,2,4,Others
13878,1,1281.53,55,1,4,3,8,SomeWhat Loyal
13880,13,3219.77,21,5,5,4,14,Champion
13881,20,17159.52,4,5,5,5,15,Champion
13882,5,1191.13,3,4,4,5,13,Champion
13883,5,2674.48,11,4,5,5,14,Champion
13884,5,787.6,7,4,3,5,12,Loyal
13885,2,506.8,189,2,3,1,6,SomeWhat Loyal
13886,1,243.56,71,1,1,3,5,SomeWhat Loyal
13887,1,349.55,204,1,2,1,4,Others
13888,2,605.63,120,2,3,2,7,SomeWhat Loyal
13889,1,416.90000000000003,93,1,2,2,5,SomeWhat Loyal
13890,10,1883.8100000000002,1,5,4,5,14,Champion
13892,4,632.97,27,4,3,4,11,Loyal
13893,1,821.1,298,1,3,1,5,SomeWhat Loyal
13894,3,564.62,24,3,3,4,10,Loyal
13895,4,2593.07,28,4,5,4,13,Champion
13897,1,311.16,50,1,2,3,6,SomeWhat Loyal
13898,1,155.93,326,1,1,1,3,LOST
13899,2,388.52,16,2,2,4,8,SomeWhat Loyal
13900,3,740.95,183,3,3,1,7,SomeWhat Loyal
13901,5,2867.2,72,4,5,2,11,Loyal
13904,2,332.64,37,2,2,3,7,SomeWhat Loyal
13908,4,2369.55,80,4,5,2,11,Loyal
13911,9,2580.91,57,5,5,3,13,Champion
13914,2,626.45,12,2,3,5,10,Loyal
13917,2,272.04,50,2,2,3,7,SomeWhat Loyal
13918,2,1212.8400000000001,50,2,4,3,9,Loyal
13919,2,384.81,59,2,2,3,7,SomeWhat Loyal
13922,1,172.25,352,1,1,1,3,LOST
13923,1,351.13,54,1,2,3,6,SomeWhat Loyal
13924,6,1838.8500000000001,2,5,4,5,14,Champion
13925,4,678.25,93,4,3,2,9,Loyal
13926,1,223.85000000000002,23,1,1,4,6,SomeWhat Loyal
13927,1,348.99,75,1,2,2,5,SomeWhat Loyal
13928,4,464.57,11,4,2,5,11,Loyal
13929,2,842.65,169,2,3,2,7,SomeWhat Loyal
13930,2,337.34,58,2,2,3,7,SomeWhat Loyal
13931,2,1237.53,96,2,4,2,8,SomeWhat Loyal
13932,1,307.4,295,1,2,1,4,Others
13933,2,608.7900000000001,109,2,3,2,7,SomeWhat Loyal
13934,1,922.1,264,1,3,1,5,SomeWhat Loyal
13936,1,376.58,180,1,2,1,4,Others
13937,1,158.85,169,1,1,2,4,Others
13938,1,71.66,35,1,1,3,5,SomeWhat Loyal
13939,3,568.55,23,3,3,4,10,Loyal
13940,4,839.14,17,4,3,4,11,Loyal
13941,5,5112.96,22,4,5,4,13,Champion
13946,3,561.5699999999999,79,3,3,2,8,SomeWhat Loyal
13947,1,90.6,65,1,1,3,5,SomeWhat Loyal
13948,1,102.0,361,1,1,1,3,LOST
13949,6,2427.32,3,5,5,5,15,Champion
13950,4,745.06,11,4,3,5,12,Loyal
13951,3,674.45,176,3,3,2,8,SomeWhat Loyal
13952,2,3251.071,218,2,5,1,8,SomeWhat Loyal
13953,7,3515.68,7,5,5,5,15,Champion
13954,2,439.92,2,3,2,5,10,Loyal
13955,2,322.96,154,3,2,2,7,SomeWhat Loyal
13956,5,1026.42,5,4,4,5,13,Champion
13959,3,598.2,79,3,3,2,8,SomeWhat Loyal
13960,2,230.22,21,3,1,4,8,SomeWhat Loyal
13962,2,169.55,22,3,1,4,8,SomeWhat Loyal
13963,4,664.54,308,4,3,1,8,SomeWhat Loyal
13967,1,80.7,146,1,1,2,4,Others
13969,18,9053.94,7,5,5,5,15,Champion
13971,8,2758.26,19,5,5,4,14,Champion
13972,2,190.25,71,3,1,3,7,SomeWhat Loyal
13973,1,264.7,287,1,2,1,4,Others
13974,1,413.59000000000003,49,1,2,3,6,SomeWhat Loyal
13975,6,2526.28,31,5,5,4,14,Champion
13976,1,357.98,207,1,2,1,4,Others
13978,2,196.79000000000002,15,3,1,4,8,SomeWhat Loyal
13979,1,869.87,73,1,3,2,6,SomeWhat Loyal
13980,1,200.14,60,1,1,3,5,SomeWhat Loyal
13982,4,1871.81,39,4,4,3,11,Loyal
13983,12,2603.43,30,5,5,4,14,Champion
13984,5,920.51,27,4,3,4,11,Loyal
13985,15,7060.13,4,5,5,5,15,Champion
13986,1,320.46,17,1,2,4,7,SomeWhat Loyal
13988,6,4147.96,20,5,5,4,14,Champion
13989,2,1266.08,66,3,4,3,10,Loyal
13990,1,311.3,213,1,2,1,4,Others
13991,6,855.97,12,5,3,5,13,Champion
13992,1,76.8,30,1,1,4,6,SomeWhat Loyal
13993,9,3466.36,43,5,5,3,13,Champion
13994,6,2313.14,4,5,5,5,15,Champion
13995,5,1393.69,15,4,4,4,12,Loyal
13999,12,3901.81,10,5,5,5,15,Champion
14000,1,635.66,211,1,3,1,5,SomeWhat Loyal
14001,3,2043.0800000000002,46,3,4,3,10,Loyal
14002,2,529.73,134,3,3,2,8,SomeWhat Loyal
14004,7,4582.64,43,5,5,3,13,Champion
14005,5,2874.72,10,4,5,5,14,Champion
14006,3,962.19,116,3,4,2,9,Loyal
14009,2,695.61,198,3,3,1,7,SomeWhat Loyal
14012,1,328.8,278,1,2,1,4,Others
14013,3,473.02,110,3,2,2,7,SomeWhat Loyal
14014,1,505.18,77,1,3,2,6,SomeWhat Loyal
14015,1,917.34,53,1,3,3,7,SomeWhat Loyal
14016,4,4341.21,162,4,5,2,11,Loyal
14019,3,1421.61,47,3,4,3,10,Loyal
14020,2,642.8,17,3,3,4,10,Loyal
14021,3,631.9,155,3,3,2,8,SomeWhat Loyal
14022,1,440.0,225,1,2,1,4,Others
14023,2,584.07,7,3,3,5,11,Loyal
14024,2,327.7,122,3,2,2,7,SomeWhat Loyal
14027,1,104.82,61,1,1,3,5,SomeWhat Loyal
14029,2,467.66,63,3,2,3,8,SomeWhat Loyal
14030,8,2360.09,18,5,5,4,14,Champion
14031,19,17286.86,7,5,5,5,15,Champion
14032,11,2975.59,2,5,5,5,15,Champion
14034,3,651.8199999999999,22,3,3,4,10,Loyal
14035,5,1428.02,29,4,4,4,12,Loyal
14036,1,626.65,285,1,3,1,5,SomeWhat Loyal
14037,2,147.20000000000002,176,3,1,2,6,SomeWhat Loyal
14038,3,1560.38,78,3,4,2,9,Loyal
14039,1,152.2,33,1,1,3,5,SomeWhat Loyal
14040,12,3614.92,41,5,5,3,13,Champion
14041,1,141.41,266,1,1,1,3,LOST
14044,4,652.82,27,4,3,4,11,Loyal
14045,4,1659.75,109,4,4,2,10,Loyal
14046,1,154.99,284,1,1,1,3,LOST
14047,5,1308.6100000000001,9,4,4,5,13,Champion
14048,1,409.93,305,1,2,1,4,Others
14049,4,5681.72,17,4,5,4,13,Champion
14050,2,746.36,32,3,3,4,10,Loyal
14051,23,15610.390000000001,1,5,5,5,15,Champion
14052,1,225.36,20,1,1,4,6,SomeWhat Loyal
14053,2,260.25,124,3,2,2,7,SomeWhat Loyal
14054,1,92.46,65,1,1,3,5,SomeWhat Loyal
14055,1,725.6400000000001,106,1,3,2,6,SomeWhat Loyal
14056,23,8214.65,1,5,5,5,15,Champion
14057,17,6217.96,24,5,5,4,14,Champion
14059,1,183.6,267,1,1,1,3,LOST
14060,19,6140.42,5,5,5,5,15,Champion
14062,12,10464.85,10,5,5,5,15,Champion
14064,5,1353.74,29,4,4,4,12,Loyal
14066,1,152.55,267,1,1,1,3,LOST
14067,2,374.7,64,3,2,3,8,SomeWhat Loyal
14068,1,265.85,320,1,2,1,4,Others
14071,8,1438.82,4,5,4,5,14,Champion
14073,1,151.04,32,1,1,4,6,SomeWhat Loyal
14075,3,942.26,5,3,3,5,11,Loyal
14076,1,122.47,129,1,1,2,4,Others
14077,5,499.41999999999996,41,4,3,3,10,Loyal
14078,6,1049.37,102,5,4,2,11,Loyal
14079,1,375.1,125,1,2,2,5,SomeWhat Loyal
14080,1,45.599999999999994,33,1,1,3,5,SomeWhat Loyal
14081,2,934.52,302,3,3,1,7,SomeWhat Loyal
14082,1,182.25,365,1,1,1,3,LOST
14083,9,1018.43,4,5,4,5,14,Champion
14085,18,4448.54,2,5,5,5,15,Champion
14087,1,194.42,3,1,1,5,7,SomeWhat Loyal
14088,13,50491.81,10,5,5,5,15,Champion
14089,1,161.0,57,1,1,3,5,SomeWhat Loyal
14090,1,76.32000000000001,325,1,1,1,3,LOST
14092,14,4076.91,8,5,5,5,15,Champion
14093,1,442.85,12,1,2,5,8,SomeWhat Loyal
14096,17,65164.79,4,5,5,5,15,Champion
14098,1,147.35,37,1,1,3,5,SomeWhat Loyal
14099,11,3104.17,16,5,5,4,14,Champion
14100,1,194.9,138,1,1,2,4,Others
14101,6,5976.79,74,5,5,2,12,Loyal
14102,5,1360.28,5,4,4,5,13,Champion
14104,2,216.20999999999998,155,3,1,2,6,SomeWhat Loyal
14105,1,1266.23,239,1,4,1,6,SomeWhat Loyal
14107,7,2703.23,52,5,5,3,13,Champion
14108,2,597.91,31,3,3,4,10,Loyal
14109,1,144.2,73,1,1,2,4,Others
14110,12,5683.15,4,5,5,5,15,Champion
14111,4,692.85,14,4,3,4,11,Loyal
14112,7,2915.15,23,5,5,4,14,Champion
14113,4,1840.42,4,4,4,5,13,Champion
14114,2,386.53,274,3,2,1,6,SomeWhat Loyal
14116,5,1382.74,20,4,4,4,12,Loyal
14117,1,90.0,144,1,1,2,4,Others
14121,4,2780.15,4,4,5,5,14,Champion
14124,1,419.58000000000004,84,1,2,2,5,SomeWhat Loyal
14125,3,2740.43,11,3,5,5,13,Champion
14126,3,706.1300000000001,8,3,3,5,11,Loyal
14127,3,709.71,123,3,3,2,8,SomeWhat Loyal
14128,2,637.5,61,3,3,3,9,Loyal
14129,5,1123.8600000000001,2,4,4,5,13,Champion
14130,1,483.86,319,1,2,1,4,Others
14132,11,3586.0299999999997,2,5,5,5,15,Champion
14133,3,605.64,130,3,3,2,8,SomeWhat Loyal
14135,15,4690.31,2,5,5,5,15,Champion
14138,2,982.3800000000001,2,3,4,5,12,Loyal
14139,1,415.82,46,1,2,3,6,SomeWhat Loyal
14140,2,935.05,4,3,3,5,11,Loyal
14141,4,915.13,3,4,3,5,12,Loyal
14142,1,311.81,373,1,2,1,4,Others
14143,1,115.8,134,1,1,2,4,Others
14145,4,3742.2,47,4,5,3,12,Loyal
14146,5,4191.0,9,4,5,5,14,Champion
14147,2,483.4,78,3,2,2,7,SomeWhat Loyal
14148,1,157.2,234,1,1,1,3,LOST
14149,1,446.62,221,1,2,1,4,Others
14150,2,658.64,36,3,3,3,9,Loyal
14152,2,621.29,75,3,3,2,8,SomeWhat Loyal
14154,2,1345.62,239,3,4,1,8,SomeWhat Loyal
14155,1,118.75,266,1,1,1,3,LOST
14156,55,117379.63,10,5,5,5,15,Champion
14157,2,432.88,20,3,2,4,9,Loyal
14158,1,507.66,40,1,3,3,7,SomeWhat Loyal
14159,11,4693.01,20,5,5,4,14,Champion
14161,3,1110.52,216,3,4,1,8,SomeWhat Loyal
14162,2,289.36,174,3,2,2,7,SomeWhat Loyal
14163,4,2445.91,87,4,5,2,11,Loyal
14164,2,1631.77,71,3,4,3,10,Loyal
14165,1,122.53999999999999,276,1,1,1,3,LOST
14167,4,574.84,39,4,3,3,10,Loyal
14171,1,363.79,98,1,2,2,5,SomeWhat Loyal
14173,4,450.84,11,4,2,5,11,Loyal
14174,1,134.46,33,1,1,3,5,SomeWhat Loyal
14175,3,3222.3,60,3,5,3,11,Loyal
14176,4,576.9000000000001,297,4,3,1,8,SomeWhat Loyal
14177,4,559.41,86,4,3,2,9,Loyal
14178,7,1620.93,9,5,4,5,14,Champion
14179,2,719.78,41,3,3,3,9,Loyal
14180,25,4748.52,11,5,5,5,15,Champion
14184,1,452.89,67,1,2,3,6,SomeWhat Loyal
14185,1,197.65,331,1,1,1,3,LOST
14188,6,2054.36,31,5,4,4,13,Champion
14189,15,4654.08,2,5,5,5,15,Champion
14191,13,4684.76,2,5,5,5,15,Champion
14193,2,853.39,68,3,3,3,9,Loyal
14194,21,11349.52,5,5,5,5,15,Champion
14195,2,1012.0,202,3,4,1,8,SomeWhat Loyal
14196,1,335.52,107,1,2,2,5,SomeWhat Loyal
14198,4,701.4,18,4,3,4,11,Loyal
14199,1,185.39999999999998,218,1,1,1,3,LOST
14201,7,747.44,60,5,3,3,11,Loyal
14204,1,161.03,2,1,1,5,7,SomeWhat Loyal
14205,2,466.7,17,3,2,4,9,Loyal
14206,1,328.15999999999997,239,1,2,1,4,Others
14208,1,151.74,95,1,1,2,4,Others
14209,6,2073.43,11,5,5,5,15,Champion
14210,6,1905.8400000000001,106,5,4,2,11,Loyal
14211,9,2241.1,53,5,5,3,13,Champion
14212,1,1070.48,90,1,4,2,7,SomeWhat Loyal
14214,5,1004.38,31,4,4,4,12,Loyal
14215,6,1789.72,12,5,4,5,14,Champion
14216,4,1839.3,3,4,4,5,13,Champion
14217,17,2004.98,2,5,4,5,14,Champion
14218,1,169.48000000000002,43,1,1,3,5,SomeWhat Loyal
14219,1,89.94,4,1,1,5,7,SomeWhat Loyal
14220,2,632.4,247,3,3,1,7,SomeWhat Loyal
14221,9,3432.8,42,5,5,3,13,Champion
14222,1,683.17,177,1,3,2,6,SomeWhat Loyal
14223,3,991.13,92,3,4,2,9,Loyal
14224,4,1050.12,110,4,4,2,10,Loyal
14226,5,2232.19,29,4,5,4,13,Champion
14227,10,3350.96,26,5,5,4,14,Champion
14229,3,1547.2,52,3,4,3,10,Loyal
14231,3,925.71,184,3,3,1,7,SomeWhat Loyal
14232,5,2048.07,43,4,4,3,11,Loyal
14233,4,1462.72,49,4,4,3,11,Loyal
14234,4,775.46,22,4,3,4,11,Loyal
14235,5,3144.86,75,4,5,2,11,Loyal
14236,2,490.86,81,3,3,2,8,SomeWhat Loyal
14237,1,161.0,373,1,1,1,3,LOST
14238,1,146.85,326,1,1,1,3,LOST
14239,11,2380.85,43,5,5,3,13,Champion
14240,2,890.34,30,3,3,4,10,Loyal
14241,1,213.70000000000002,184,1,1,1,3,LOST
14242,2,280.55,235,3,2,1,6,SomeWhat Loyal
14243,10,2588.77,9,5,5,5,15,Champion
14245,2,1693.45,220,3,4,1,8,SomeWhat Loyal
14246,3,1474.06,111,3,4,2,9,Loyal
14247,1,136.76999999999998,278,1,1,1,3,LOST
14248,1,302.58,318,1,2,1,4,Others
14250,3,1904.05,7,3,4,5,12,Loyal
14251,5,2879.7000000000003,2,4,5,5,14,Champion
14256,2,969.0600000000001,260,3,4,1,8,SomeWhat Loyal
14257,5,3099.7200000000003,64,4,5,3,12,Loyal
14258,9,12669.98,9,5,5,5,15,Champion
14259,1,120.0,142,1,1,2,4,Others
14261,2,1163.45,51,3,4,3,10,Loyal
14262,8,2618.23,8,5,5,5,15,Champion
14264,2,333.97,155,3,2,2,7,SomeWhat Loyal
14265,2,530.18,109,3,3,2,8,SomeWhat Loyal
14267,3,1516.24,163,3,4,2,9,Loyal
14270,1,492.65000000000003,332,1,3,1,5,SomeWhat Loyal
14271,1,112.32,226,1,1,1,3,LOST
14272,2,437.96,74,3,2,2,7,SomeWhat Loyal
14273,4,559.97,51,4,3,3,10,Loyal
14276,3,1119.74,99,3,4,2,9,Loyal
14277,3,4216.2,15,3,5,4,12,Loyal
14280,1,134.04,197,1,1,1,3,LOST
14282,15,3729.34,3,5,5,5,15,Champion
14284,2,595.25,31,3,3,4,10,Loyal
14285,4,1910.01,21,4,4,4,12,Loyal
14286,3,4628.75,24,3,5,4,12,Loyal
14287,3,176.63,8,3,1,5,9,Loyal
14288,1,426.6,213,1,2,1,4,Others
14289,6,911.26,9,5,3,5,13,Champion
14290,5,2314.65,11,4,5,5,14,Champion
14291,11,3883.25,2,5,5,5,15,Champion
14292,9,4871.93,8,5,5,5,15,Champion
14293,4,1046.56,3,4,4,5,13,Champion
14295,1,166.20000000000002,40,1,1,3,5,SomeWhat Loyal
14297,4,1305.33,18,4,4,4,12,Loyal
14298,44,51527.3,8,5,5,5,15,Champion
14299,9,3965.62,8,5,5,5,15,Champion
14300,1,43.2,19,1,1,4,6,SomeWhat Loyal
14301,1,640.14,117,1,3,2,6,SomeWhat Loyal
14304,1,383.45,223,1,2,1,4,Others
14305,3,1858.96,71,3,4,3,10,Loyal
14306,2,2093.32,51,3,5,3,11,Loyal
14307,6,2995.72,89,5,5,2,12,Loyal
14309,9,2352.53,8,5,5,5,15,Champion
14311,1,310.26,243,1,2,1,4,Others
14312,6,1611.59,47,5,4,3,12,Loyal
14314,1,120.0,107,1,1,2,4,Others
14315,6,2481.13,45,5,5,3,13,Champion
14317,1,508.58000000000004,65,1,3,3,7,SomeWhat Loyal
14320,2,477.79,207,3,2,1,6,SomeWhat Loyal
14321,5,1530.75,11,4,4,5,13,Champion
14323,2,605.0600000000001,115,3,3,2,8,SomeWhat Loyal
14326,1,183.85,242,1,1,1,3,LOST
14327,1,311.65,163,1,2,2,5,SomeWhat Loyal
14329,7,5014.84,17,5,5,4,14,Champion
14331,2,462.65999999999997,124,3,2,2,7,SomeWhat Loyal
14332,3,866.31,23,3,3,4,10,Loyal
14333,1,415.2,68,1,2,3,6,SomeWhat Loyal
14334,8,2552.21,17,5,5,4,14,Champion
14335,2,468.26,16,3,2,4,9,Loyal
14336,4,1614.91,17,4,4,4,12,Loyal
14338,2,588.22,161,3,3,2,8,SomeWhat Loyal
14339,1,309.52,243,1,2,1,4,Others
14340,1,134.7,219,1,1,1,3,LOST
14341,8,2182.28,45,5,5,3,13,Champion
14342,4,668.5600000000001,21,4,3,4,11,Loyal
14344,8,889.9300000000001,127,5,3,2,10,Loyal
14345,1,108.97999999999999,39,1,1,3,5,SomeWhat Loyal
14346,2,1021.58,121,3,4,2,9,Loyal
14348,1,409.57,260,1,2,1,4,Others
14349,1,133.5,10,1,1,5,7,SomeWhat Loyal
14350,1,282.93,274,1,2,1,4,Others
14351,1,51.0,165,1,1,2,4,Others
14352,4,1078.96,157,4,4,2,10,Loyal
14353,1,90.6,215,1,1,1,3,LOST
14354,2,163.62,6,3,1,5,9,Loyal
14355,1,174.4,366,1,1,1,3,LOST
14356,2,701.23,80,3,3,2,8,SomeWhat Loyal
14357,1,225.77,43,1,1,3,5,SomeWhat Loyal
14359,3,912.18,19,3,3,4,10,Loyal
14360,4,2128.23,32,4,5,4,13,Champion
14362,1,161.2,22,1,1,4,6,SomeWhat Loyal
14364,8,3717.35,109,5,5,2,12,Loyal
14367,16,9261.52,8,5,5,5,15,Champion
14368,1,155.0,320,1,1,1,3,LOST
14371,1,100.5,295,1,1,1,3,LOST
14373,1,76.55,358,1,1,1,3,LOST
14375,1,257.68,185,1,2,1,4,Others
14377,2,617.05,191,3,3,1,7,SomeWhat Loyal
14379,2,348.1,44,3,2,3,8,SomeWhat Loyal
14381,1,202.68,52,1,1,3,5,SomeWhat Loyal
14382,1,626.0699999999999,26,1,3,4,8,SomeWhat Loyal
14383,3,1247.69,38,3,4,3,10,Loyal
14385,3,202.11,9,3,1,5,9,Loyal
14386,1,142.4,297,1,1,1,3,LOST
14387,3,1770.56,33,3,4,3,10,Loyal
14388,8,3212.84,10,5,5,5,15,Champion
14389,2,1043.46,65,3,4,3,10,Loyal
14390,9,4652.82,10,5,5,5,15,Champion
14393,1,67.95,218,1,1,1,3,LOST
14395,9,3507.71,2,5,5,5,15,Champion
14396,2,487.99,65,3,2,3,8,SomeWhat Loyal
14397,19,2612.96,3,5,5,5,15,Champion
14400,1,574.7,149,1,3,2,6,SomeWhat Loyal
14401,13,4051.48,4,5,5,5,15,Champion
14403,4,1475.81,130,4,4,2,10,Loyal
14404,6,1474.32,34,5,4,3,12,Loyal
14406,1,156.75,119,1,1,2,4,Others
14407,6,2157.73,107,5,5,2,12,Loyal
14408,7,2606.53,11,5,5,5,15,Champion
14409,6,2059.4500000000003,71,5,5,3,13,Champion
14410,9,1105.07,92,5,4,2,11,Loyal
14411,1,1063.0,311,1,4,1,6,SomeWhat Loyal
14412,2,770.03,43,3,3,3,9,Loyal
14413,1,122.7,362,1,1,1,3,LOST
14414,7,1496.98,92,5,4,2,11,Loyal
14415,13,5900.28,1,5,5,5,15,Champion
14416,2,490.22,22,3,3,4,10,Loyal
14418,3,1937.25,4,3,4,5,12,Loyal
14419,6,1058.06,11,5,4,5,14,Champion
14420,1,387.52,99,1,2,2,5,SomeWhat Loyal
14421,2,813.11,57,3,3,3,9,Loyal
14422,6,4263.64,1,5,5,5,15,Champion
14423,1,265.2,218,1,2,1,4,Others
14424,1,322.08,18,1,2,4,7,SomeWhat Loyal
14426,10,4481.67,24,5,5,4,14,Champion
14427,2,363.34000000000003,50,3,2,3,8,SomeWhat Loyal
14428,5,1244.83,7,4,4,5,13,Champion
14431,1,470.36,303,1,2,1,4,Others
14432,6,2255.51,10,5,5,5,15,Champion
14434,6,1372.8,22,5,4,4,13,Champion
14436,1,89.06,99,1,1,2,4,Others
14437,1,63.0,366,1,1,1,3,LOST
14438,1,131.9,306,1,1,1,3,LOST
14439,1,2661.24,320,1,5,1,7,SomeWhat Loyal
14440,5,2357.6800000000003,8,4,5,5,14,Champion
14441,4,1712.89,1,4,4,5,13,Champion
14442,2,1589.82,205,3,4,1,8,SomeWhat Loyal
14443,4,1420.2,54,4,4,3,11,Loyal
14446,4,1039.58,1,4,4,5,13,Champion
14447,5,1163.23,19,4,4,4,12,Loyal
14448,2,375.35,9,3,2,5,10,Loyal
14449,4,907.1,19,4,3,4,11,Loyal
14450,3,483.25,181,3,2,1,6,SomeWhat Loyal
14451,2,662.59,60,3,3,3,9,Loyal
14452,2,264.44,11,3,2,5,10,Loyal
14453,1,119.93,190,1,1,1,3,LOST
14456,9,3062.4,5,5,5,5,15,Champion
14457,1,113.64,311,1,1,1,3,LOST
14459,1,1837.92,155,1,4,2,7,SomeWhat Loyal
14460,3,434.34,110,3,2,2,7,SomeWhat Loyal
14461,3,2103.06,148,3,5,2,10,Loyal
14462,11,2004.02,66,5,4,3,12,Loyal
14463,3,529.62,98,3,3,2,8,SomeWhat Loyal
14465,3,1058.6200000000001,247,3,4,1,8,SomeWhat Loyal
14466,7,2272.4,29,5,5,4,14,Champion
14467,4,598.76,18,4,3,4,11,Loyal
14470,2,461.19,12,3,2,5,10,Loyal
14472,8,1936.84,104,5,4,2,11,Loyal
14473,2,234.34000000000003,74,3,1,2,6,SomeWhat Loyal
14474,1,547.66,46,1,3,3,7,SomeWhat Loyal
14475,3,925.85,72,3,3,2,8,SomeWhat Loyal
14476,1,215.7,257,1,1,1,3,LOST
14477,4,1309.6,20,4,4,4,12,Loyal
14479,2,316.25,254,3,2,1,6,SomeWhat Loyal
14480,1,279.05,11,1,2,5,8,SomeWhat Loyal
14481,2,636.51,165,3,3,2,8,SomeWhat Loyal
14482,6,2068.15,18,5,5,4,14,Champion
14483,1,137.1,282,1,1,1,3,LOST
14484,1,321.92,50,1,2,3,6,SomeWhat Loyal
14485,1,165.75,39,1,1,3,5,SomeWhat Loyal
14487,6,1196.33,27,5,4,4,13,Champion
14488,1,1064.28,68,1,4,3,8,SomeWhat Loyal
14489,1,463.38,207,1,2,1,4,Others
14491,2,340.93,175,3,2,2,7,SomeWhat Loyal
14493,5,2383.2400000000002,7,4,5,5,14,Champion
14494,1,139.56,26,1,1,4,6,SomeWhat Loyal
14495,2,123.8,51,3,1,3,7,SomeWhat Loyal
